croc,adult clypeolabrum anlage
CG2201,anterior midgut primordium
Grp1,anterior midgut primordium
CG1416,anterior midgut primordium
Tif-IA,anterior midgut primordium
CG17337,anterior midgut primordium
Gp210,anterior midgut primordium
Fmo-2,anterior midgut primordium
geminin,anterior midgut primordium
Dpit47,anterior midgut primordium
CG9410,anterior midgut primordium
CG3403,anterior midgut primordium
CG3409,anterior midgut primordium
CG3420,anterior midgut primordium
CG11123,anterior midgut primordium
p47,anterior midgut primordium
CG12736,anterior midgut primordium
Cyt-b5,anterior midgut primordium
CG1598,anterior midgut primordium
CG12107,anterior midgut primordium
CG1882,anterior midgut primordium
CG8728,anterior midgut primordium
Cul-4,anterior midgut primordium
CG2158,anterior midgut primordium
coil,anterior midgut primordium
Socs44A,anterior midgut primordium
CG8709,anterior midgut primordium
CG8635,anterior midgut primordium
CG8258,anterior midgut primordium
CG8247,anterior midgut primordium
CG8235,anterior midgut primordium
CG8080,anterior midgut primordium
CG8058,anterior midgut primordium
CG8029,anterior midgut primordium
CG1968,anterior midgut primordium
Myd88,anterior midgut primordium
prel,anterior midgut primordium
CG1884,anterior midgut primordium
Updo,anterior midgut primordium
CG12926,anterior midgut primordium
CG1671,anterior midgut primordium
CG18446,anterior midgut primordium
CG12128,anterior midgut primordium
CG1371,anterior midgut primordium
CG1381,anterior midgut primordium
CG12909,anterior midgut primordium
CG17765,anterior midgut primordium
CG11887,anterior midgut primordium
CG12935,anterior midgut primordium
CG7637,anterior midgut primordium
RpS15Ab,anterior midgut primordium
CG6751,anterior midgut primordium
CG7712,anterior midgut primordium
Rpb5,anterior midgut primordium
CG12391,anterior midgut primordium
CG13222,anterior midgut primordium
CG13220,anterior midgut primordium
CG13211,anterior midgut primordium
CG9027,anterior midgut primordium
CG9006,anterior midgut primordium
CG9005,anterior midgut primordium
CG13185,anterior midgut primordium
CG8862,anterior midgut primordium
CG8860,anterior midgut primordium
CG8525,anterior midgut primordium
CG8831,anterior midgut primordium
CG8545,anterior midgut primordium
CG8818,anterior midgut primordium
CG8778,anterior midgut primordium
CG8646,anterior midgut primordium
CG13321,anterior midgut primordium
Spt-I,anterior midgut primordium
AQP,anterior midgut primordium
CG4627,anterior midgut primordium
CG4679,anterior midgut primordium
CG8067,anterior midgut primordium
CG8468,anterior midgut primordium
CG8531,anterior midgut primordium
CG8603,anterior midgut primordium
CG12797,anterior midgut primordium
CG10220,anterior midgut primordium
CG7639,anterior midgut primordium
CG8092,anterior midgut primordium
CG8207,anterior midgut primordium
Mlf,anterior midgut primordium
CG8366,anterior midgut primordium
CG8386,anterior midgut primordium
CG8414,anterior midgut primordium
CG8443,anterior midgut primordium
Nup62,anterior midgut primordium
CG7989,anterior midgut primordium
CG6796,anterior midgut primordium
CG4802,anterior midgut primordium
eIF3-S9,anterior midgut primordium
MESR4,anterior midgut primordium
Ngp,anterior midgut primordium
CG14482,anterior midgut primordium
CG6459,anterior midgut primordium
CG4966,anterior midgut primordium
CG10924,anterior midgut primordium
mRpS28,anterior midgut primordium
Atg7,anterior midgut primordium
sec6,anterior midgut primordium
CG15098,anterior midgut primordium
CG11007,anterior midgut primordium
CG11208,anterior midgut primordium
CG9143,anterior midgut primordium
maf-S,anterior midgut primordium
Fem-1,anterior midgut primordium
mRpL54,anterior midgut primordium
CG4030,anterior midgut primordium
CG6393,anterior midgut primordium
CG5625,anterior midgut primordium
CG5819,anterior midgut primordium
mRpS29,anterior midgut primordium
CG3927,anterior midgut primordium
CG3732,anterior midgut primordium
CG3499,anterior midgut primordium
CG3800,anterior midgut primordium
eIF2B-delta,anterior midgut primordium
CG3957,anterior midgut primordium
CG17280,anterior midgut primordium
mRpL-CI-B8,anterior midgut primordium
CG5532,anterior midgut primordium
eIF6,anterior midgut primordium
CG2970,anterior midgut primordium
CG11388,anterior midgut primordium
CG4065,anterior midgut primordium
mRpS17,anterior midgut primordium
CG4612,anterior midgut primordium
uri,anterior midgut primordium
CG4692,anterior midgut primordium
CG3663,anterior midgut primordium
CG3683,anterior midgut primordium
Tina-1,anterior midgut primordium
Ptpmeg,anterior midgut primordium
CG1233,anterior midgut primordium
CG3371,anterior midgut primordium
CG13900,anterior midgut primordium
CG9119,anterior midgut primordium
Sac1,anterior midgut primordium
CG2469,anterior midgut primordium
CG2199,anterior midgut primordium
Psa,anterior midgut primordium
CG12091,anterior midgut primordium
CG12004,anterior midgut primordium
Gk,anterior midgut primordium
mRpL46,anterior midgut primordium
CG5690,anterior midgut primordium
CG1140,anterior midgut primordium
mRpL23,anterior midgut primordium
CG1146,anterior midgut primordium
CG2162,anterior midgut primordium
CG1893,anterior midgut primordium
CG16753,anterior midgut primordium
CG1291,anterior midgut primordium
CG12082,anterior midgut primordium
CG12079,anterior midgut primordium
CG17723,anterior midgut primordium
Sc2,anterior midgut primordium
mge,anterior midgut primordium
CG14995,anterior midgut primordium
Chd64,anterior midgut primordium
CG1308,anterior midgut primordium
CG1273,anterior midgut primordium
CG11583,anterior midgut primordium
CG1319,anterior midgut primordium
Cip4,anterior midgut primordium
mRpS6,anterior midgut primordium
Syx17,anterior midgut primordium
CG13704,anterior midgut primordium
CG4769,anterior midgut primordium
lin-28,anterior midgut primordium
CG5537,anterior midgut primordium
CG13290,anterior midgut primordium
CG13295,anterior midgut primordium
CG10467,anterior midgut primordium
CG13298,anterior midgut primordium
CG8368,anterior midgut primordium
CG8549,anterior midgut primordium
CG10075,anterior midgut primordium
CG8598,anterior midgut primordium
CG7457,anterior midgut primordium
CG7942,anterior midgut primordium
ERR,anterior midgut primordium
CG7188,anterior midgut primordium
CG7185,anterior midgut primordium
CG7182,anterior midgut primordium
CG13667,anterior midgut primordium
CG6745,anterior midgut primordium
CG6673,anterior midgut primordium
CG5971,anterior midgut primordium
CG5021,anterior midgut primordium
CG5064,anterior midgut primordium
Dhpr,anterior midgut primordium
CG4080,anterior midgut primordium
CG4022,anterior midgut primordium
CG3529,anterior midgut primordium
CG3434,anterior midgut primordium
pall,anterior midgut primordium
CG3424,anterior midgut primordium
CG6640,anterior midgut primordium
CG11811,anterior midgut primordium
CG6391,anterior midgut primordium
CG7839,anterior midgut primordium
CG7638,anterior midgut primordium
Mnf,anterior midgut primordium
mRpL2,anterior midgut primordium
CG11660,anterior midgut primordium
CG11652,anterior midgut primordium
CG5684,anterior midgut primordium
CG5645,anterior midgut primordium
Pbgs,anterior midgut primordium
CG4300,anterior midgut primordium
CG10660,anterior midgut primordium
CG10638,anterior midgut primordium
CG10627,anterior midgut primordium
CG4069,anterior midgut primordium
CG10984,anterior midgut primordium
MICAL-like,anterior midgut primordium
CG11267,anterior midgut primordium
CG11255,anterior midgut primordium
CG11279,anterior midgut primordium
CG9598,anterior midgut primordium
CG9238,anterior midgut primordium
CG5114,anterior midgut primordium
mRpL5,anterior midgut primordium
CG6854,anterior midgut primordium
CG7841,anterior midgut primordium
CG6498,anterior midgut primordium
CG12301,anterior midgut primordium
CG12304,anterior midgut primordium
mRpS31,anterior midgut primordium
CG12272,anterior midgut primordium
PDCD-5,anterior midgut primordium
CG13049,anterior midgut primordium
mRpS34,anterior midgut primordium
CG4753,anterior midgut primordium
CG4169,anterior midgut primordium
CG9705,anterior midgut primordium
CG11661,anterior midgut primordium
CG7842,anterior midgut primordium
CG6512,anterior midgut primordium
CG5567,anterior midgut primordium
CG7430,anterior midgut primordium
CG7441,anterior midgut primordium
CG5290,anterior midgut primordium
mRpS26,anterior midgut primordium
Aut1,anterior midgut primordium
Indy,anterior midgut primordium
CG3808,anterior midgut primordium
CG10419,anterior midgut primordium
CG9279,anterior midgut primordium
CG9300,anterior midgut primordium
CG9330,anterior midgut primordium
CG8798,anterior midgut primordium
CG15881,anterior midgut primordium
RhoGDI,anterior midgut primordium
CG7433,anterior midgut primordium
CG7654,anterior midgut primordium
CG5585,anterior midgut primordium
CG5976,anterior midgut primordium
CG6020,anterior midgut primordium
CG4042,anterior midgut primordium
CG10565,anterior midgut primordium
CG7338,anterior midgut primordium
CG7519,anterior midgut primordium
Cdk12,anterior midgut primordium
CG11247,anterior midgut primordium
Rpb8,anterior midgut primordium
Nopp140,anterior midgut primordium
Mes2,anterior midgut primordium
CG12582,anterior midgut primordium
auxillin,anterior midgut primordium
CG9791,anterior midgut primordium
CG9772,anterior midgut primordium
CG9855,anterior midgut primordium
CG9809,anterior midgut primordium
CG1074,anterior midgut primordium
CG9804,anterior midgut primordium
CG1129,anterior midgut primordium
Mms19,anterior midgut primordium
Hph,anterior midgut primordium
mRpL44,anterior midgut primordium
RpL13A,anterior midgut primordium
CG10979,anterior midgut primordium
CG10286,anterior midgut primordium
CG1965,anterior midgut primordium
CG1091,anterior midgut primordium
Alhambra,anterior midgut primordium
CG2656,anterior midgut primordium
CG1234,anterior midgut primordium
CG10053,anterior midgut primordium
CG10050,anterior midgut primordium
CD98hc,anterior midgut primordium
CG2791,anterior midgut primordium
CG10903,anterior midgut primordium
CG9667,anterior midgut primordium
CG9630,anterior midgut primordium
mRpL1,anterior midgut primordium
CG9617,anterior midgut primordium
DppIII,anterior midgut primordium
CG8036,anterior midgut primordium
mRpL19,anterior midgut primordium
CG9837,anterior midgut primordium
CG9836,anterior midgut primordium
CG11980,anterior midgut primordium
CG9740,anterior midgut primordium
CG8444,anterior midgut primordium
CG8149,anterior midgut primordium
CG9373,anterior midgut primordium
mura,anterior midgut primordium
RnpS1,anterior midgut primordium
CG8286,anterior midgut primordium
CG8319,anterior midgut primordium
CG8327,anterior midgut primordium
CG9467,anterior midgut primordium
CG12802,anterior midgut primordium
CG5358,anterior midgut primordium
sle,anterior midgut primordium
CG12592,anterior midgut primordium
CG17100,anterior midgut primordium
CG6345,anterior midgut primordium
CG6465,anterior midgut primordium
SelR,anterior midgut primordium
CG6666,anterior midgut primordium
mRpL22-24,anterior midgut primordium
CG10535,anterior midgut primordium
CG6830,anterior midgut primordium
CG14721,anterior midgut primordium
CG14722,anterior midgut primordium
CG6930,anterior midgut primordium
CG6950,anterior midgut primordium
CG5641,anterior midgut primordium
CG18549,anterior midgut primordium
CG12360,anterior midgut primordium
CG7966,anterior midgut primordium
CG9799,anterior midgut primordium
CG9588,anterior midgut primordium
foxo,anterior midgut primordium
CG12207,anterior midgut primordium
CG3321,anterior midgut primordium
CG8461,anterior midgut primordium
CG7987,anterior midgut primordium
CG3631,anterior midgut primordium
CG3731,anterior midgut primordium
CG7265,anterior midgut primordium
CG7262,anterior midgut primordium
CG6904,anterior midgut primordium
CG6563,anterior midgut primordium
mRpS10,anterior midgut primordium
CG4338,anterior midgut primordium
mRpL9,anterior midgut primordium
CG5044,anterior midgut primordium
blp,anterior midgut primordium
GATAe,anterior midgut primordium
CG5903,anterior midgut primordium
CG12785,anterior midgut primordium
CG14881,anterior midgut primordium
CG5220,anterior midgut primordium
ns1,anterior midgut primordium
Keap1,anterior midgut primordium
CG5292,anterior midgut primordium
Brf,anterior midgut primordium
Prx5037,anterior midgut primordium
CG7379,anterior midgut primordium
CG7217,anterior midgut primordium
CG7940,anterior midgut primordium
Trap80,anterior midgut primordium
CG7993,anterior midgut primordium
CG8064,anterior midgut primordium
CG18600,anterior midgut primordium
CG7670,anterior midgut primordium
CG7698,anterior midgut primordium
CG7702,anterior midgut primordium
CG7705,anterior midgut primordium
CG7718,anterior midgut primordium
CG5454,anterior midgut primordium
CG11779,anterior midgut primordium
CG5558,anterior midgut primordium
CG3773,anterior midgut primordium
CG17752,anterior midgut primordium
CG4686,anterior midgut primordium
Arc42,anterior midgut primordium
CG4538,anterior midgut primordium
Sirt2,anterior midgut primordium
TFAM,anterior midgut primordium
CG16953,anterior midgut primordium
Srp72,anterior midgut primordium
CG7044,anterior midgut primordium
Ubpy,anterior midgut primordium
CG3353,anterior midgut primordium
CG6353,anterior midgut primordium
CG5849,anterior midgut primordium
CG6439,anterior midgut primordium
CG6028,anterior midgut primordium
CG6022,anterior midgut primordium
sar1,anterior midgut primordium
CG7071,anterior midgut primordium
CG13850,anterior midgut primordium
CG7048,anterior midgut primordium
CG6937,anterior midgut primordium
mRpL45,anterior midgut primordium
CG4393,anterior midgut primordium
Plip,anterior midgut primordium
CG10214,anterior midgut primordium
tst,anterior midgut primordium
AP-1sigma,anterior midgut primordium
CG13604,anterior midgut primordium
CG6182,anterior midgut primordium
CG6364,anterior midgut primordium
CG5728,anterior midgut primordium
CG17781,anterior midgut primordium
CG13624,anterior midgut primordium
CG6668,anterior midgut primordium
CG6695,anterior midgut primordium
CG7006,anterior midgut primordium
CG11089,anterior midgut primordium
CG11771,anterior midgut primordium
beta4GalT7,anterior midgut primordium
CG11820,anterior midgut primordium
CG11857,anterior midgut primordium
CG10425,anterior midgut primordium
CG4553,anterior midgut primordium
CG4685,anterior midgut primordium
CG4743,anterior midgut primordium
CG5028,anterior midgut primordium
CG17370,anterior midgut primordium
CG14543,anterior midgut primordium
CG6051,anterior midgut primordium
mrt,anterior midgut primordium
Mtl,anterior midgut primordium
CG5590,anterior midgut primordium
CG4951,anterior midgut primordium
Gfat2,anterior midgut primordium
Moca-cyp,anterior midgut primordium
CG11837,anterior midgut primordium
CG11876,anterior midgut primordium
CG7834,anterior midgut primordium
CG7920,anterior midgut primordium
CG7943,anterior midgut primordium
CG2246,anterior midgut primordium
CG1542,anterior midgut primordium
CG1746,anterior midgut primordium
CG11337,anterior midgut primordium
CG2118,anterior midgut primordium
